Job Title,Company,Location,Salary,Posting Date,Extract Date,Summary,Job Url
RESPONSABLE CONTRÔLE DE GESTION RETAIL H/F,Believe,Paris 17e (75),"Fondée en 2005, believe est le leader mondial de la distribution audio et vidéo digitale pour les artistes indépendants.
Vous avez la responsabilité de :",,Publiée à l'instant,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B3TIW6Io5bKeNh24uen6GwVfajNZtOPrMiviU-Jkft7Co2RjZ13JzOvUHe0leYohDgX6QXBcq2YrlLykMREjZKCZ9ztrKCfEjNUfC4ULH2vBEY_yVUmXbqX-vgsX-h0qLdrbL4VMg7edi4GZ5w7ERyaNm3X9d59hWvl5Xa9m5mjvGT-L5rjqfDD_9i6T0abPRaEJT5_iQ12gSgoiC14EMYLiLxNOvJXWO-SU7iG8lXPkA1ZC0kOHJ6Ki5gWklPWCBPnRoWJZ36pRV7Ezr2DjFu4vfWXQkeThdLIxhg1mbg7CSjZm_pikeHJUyhoPOZssa5g7WO-M3ExufKfElMqqG77eOf0PICFEyFwMWOwN4RfqBMwMv8_y5EDCVRgcP6tk75C4Gn5hhYXdOla0HaMEtVKK_wMKkueG_22UwvkWRsVt8Y-X4r2m94v-s3wp2MiJo2mrsH7SH-5_TQFqC-Bo7mOMoKDXfaK7II7wEc9S8FfA==&p=5&fvj=0&vjs=3
Tax Accountant,Pernod Ricard,Paris (75),"Diplôme d’études comptables et financières (DSCG), diplôme universitaire ou école de commerce spécialisation finance avec 3+ ans dans un cabinet d’expertise ou…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=5a22ec65029cff2b&fccid=12f2838ca043e71d&vjs=3
Comptable unique H/F,ADEX CONSEIL,Paris 8e (75),"ADEX CONSEIL est un cabinet de recrutement à taille humaine spécialiste de l'Expertise comptable, de la comptabilité générale et de l'Audit.",,il y a 1 jour,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CZX4pxhynTTJl-iUGxlym2XO_Zr-S0whViam5MwhRhmWkrYuLRNHJBwGAgq2f1rtqZC4H-kC3X3pTfLa4RjtJAUVfgpWItsLuLnWcUiPqGnOF4fZQRdkn_yCDN-U5ko21aFJ7krVjNUZARO-8vQbM_6cNsFu3PE0GdrkGULSogLRNuSK40R7GLuTDTLXEW0UwSqf8TpBEffjYgep4Vp0wjWe1kU0TAUeHbFskp3vBCobb3p4fPt9kjh1p4QHw6TEbgP3gZ5o0IJ9u0mxsv2OhzUQhsC1IV8XczHAUM-TVv9vt93aWzO58y570NJ7IWDUhGDQYfItujnCfPK6ZLkhDb4d-WDIeOx5-zZsaMhwNBxm_2ucI2XWltB5QH3IK-6E41bu8h_g_0jMkmxHLB4UeqxzdBe8F6-6k3DlkDegfOfw==&p=7&fvj=0&vjs=3
PROJECT MANAGER PRICING - EQUITY DERIVATIVES - F/H,Ingeniance,Paris (75),Vous avez évolué dans un environnement de finance de marché et possédez une bonne connaissance des produits dérivés et des problématiques d'intégration de…,,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=5302f909ef7a54aa&fccid=9b6c70e895ae496c&vjs=3
ANALYSTE QUANTITATIF - F/H,Ingeniance,La Défense (92),Vous justifier d'une expérience d'au moins 3 ans en analyse quantitative vous ayant permis de développer des compétences en finance quantitative.,,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=a495e9611227997f&fccid=9b6c70e895ae496c&vjs=3
Assistant comptable H/F,Xelya,Saint-Cloud (92),"Au sein du service gestion comptabilité finance, en tant qu’Assistant Comptable, et au sein d’une équipe de 3 personnes, vous aurez pour missions de :",,il y a 2 jours,2021-01-22,https://fr.indeed.com/company/Xelya/jobs/Assistant-Comptable-f9194dfd054a9ba4?fccid=0324eaa57ab1d8e1&vjs=3
RESPONSABLE ADMINISTRATIF ET FINANCIER (H/F),Expertise France,Paris (75),Expérience avérée dans les programmes financés par l'Union européenne et connaissance des procédures liées (e.g. PRAG);,,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=cd5894460078482e&fccid=117fe8201a62d501&vjs=3
Consultants - Consolidation et Projets de transformation EPM/BI – H/F,Ernst & Young,Paris (75),Le département FAAS (Financial and Accounting Advisory Services) d’EY assiste ses clients dans leurs opérations financières et leurs projets en leur apportant…,,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=706d94ba5ef581ae&fccid=1544766d4c2915b0&vjs=3
Assistant paie et administration du personnel H/F,IGESA,Arcueil (94),"L'IGESA a pour mission de gérer les établissements sociaux et médico-sociaux du ministère de la Défense.
Au sein de la Direction régionale Ile de France Nord…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/company/IGESA/jobs/Assistant-Paie-Administration-Du-Personnel-43f05000ef460eb0?fccid=a180b4076d59f409&vjs=3
Collaborateur comptable H/F,Providence,Paris 8e (75),"A l’écoute d’un nouveau challenge professionnel ?
Notre client, cabinet d'expertise Comptable, composé de 36 salariés accompagne ses clients issus de divers…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/company/Providence/jobs/Collaborateur-Comptable-5bd06f660d285cca?fccid=9e6a94840824d61e&vjs=3
Consultants - Consolidation et Projets de transformation EPM/BI – H/F,Ernst & Young,Paris (75),Le département FAAS (Financial and Accounting Advisory Services) d’EY assiste ses clients dans leurs opérations financières et leurs projets en leur apportant…,,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=706d94ba5ef581ae&fccid=1544766d4c2915b0&vjs=3
Assistant paie et administration du personnel H/F,IGESA,Arcueil (94),"L'IGESA a pour mission de gérer les établissements sociaux et médico-sociaux du ministère de la Défense.
Au sein de la Direction régionale Ile de France Nord…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/company/IGESA/jobs/Assistant-Paie-Administration-Du-Personnel-43f05000ef460eb0?fccid=a180b4076d59f409&vjs=3
Collaborateur comptable H/F,Providence,Paris 8e (75),"A l’écoute d’un nouveau challenge professionnel ?
Notre client, cabinet d'expertise Comptable, composé de 36 salariés accompagne ses clients issus de divers…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/company/Providence/jobs/Collaborateur-Comptable-5bd06f660d285cca?fccid=9e6a94840824d61e&vjs=3
Comptable unique H/F,ADEX CONSEIL,Paris 8e (75),"ADEX CONSEIL est un cabinet de recrutement à taille humaine spécialiste de l'Expertise comptable, de la comptabilité générale et de l'Audit.",,il y a 1 jour,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CZX4pxhynTTJl-iUGxlym2XO_Zr-S0whViam5MwhRhmWkrYuLRNHJBwGAgq2f1rtqZC4H-kC3X3pTfLa4RjtJAUVfgpWItsLuLnWcUiPqGnOF4fZQRdkn_yCDN-U5ko21aFJ7krVjNUZARO-8vQbM_6cNsFu3PE0GdrkGULSogLYFK36VXii2oUxrtCeG8emQuJKYXaEgiWcu4QjHmX5KlTlaIvXZCgotuFXHODTpNXIt5OHVUMzT6ghZXEZX407-1Vc7ZOy-6AUyPsinRU-QHukbUA8GUunsKzv6hCvqi0KvaxBnDRXVkt_giNvZXjAdU2gDzj3yTEIAj9_a1fTd0-nYLlJ4iNruZcsTn5q6c2mxb136EhhOruADn9g7naGGlM1P_IfucH_jWRr_v-iAnSJYZo9M2H_UO3_KKw-RTWQ==&p=3&fvj=0&vjs=3
Stages en cabinet Droit des Sociétés - Fusions Acquisitions - Private Equity (H/F),LL Berg,Paris 8e (75),Vous serez amené(e) à réaliser des recherches juridiques mais également à rédiger d'ores et déjà la documentation corporate et contractuelle des dossiers.,,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=d7ed36d147b27ec3&fccid=1084514f0a1fe9e4&vjs=3
BUSINESS ANALYST KYC/LUTTE ANTI-BLANCHIMENT - F/H,Ingeniance,Paris (75),Le consultant aura pour mission d'assister la maîtrise d'ouvrage en tant que � Business Analyst � pour intervenir sur les différents sujets touchant aux…,,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=b5de9bca5f37ecd1&fccid=9b6c70e895ae496c&vjs=3
Consultant / Manager Expérimenté(s) Performance Improvement Finance H/F (Paris),Ernst & Young,La Défense (92),"Un Lab Finance et les meilleures technologies digitales pour la finance.
Nous recherchons des profils H/F en capacité d’innover, de bouger les lignes,…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=240cf165f0514282&fccid=1544766d4c2915b0&vjs=3
Chargé de recouvrement amiable H/F,DURUS SECURITE SAS,Gennevilliers (92),Notre société DURUS Sécurité spécialisée dans la protection des logements vacants et intervenant dans la France entière recherche un(e) chargé(e) de…,,il y a 2 jours,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AaXYI1rPGJY1jNH_9Wxzh1XAALiUqJCbYbU34VD-tuQbWS8RDXXTTA7hp9ADNN9BHTaIKyylHmPj7h_xo9ydxi89n4OV2AmP_sG3XI2twZ_CWIYN55G-EULzKT9FI6AA9E4K_VSrvDyURqeTrGKHuf14R5lqC7gf2u3ZmChZjTJQqLagh5_HNTQQbRAtNaWPiYqaCFTGP_IzQsE2lneKZhsTzhm4U7fPENrr5HakVk1kiJpJqrRb2ihUrE6H85PQaDbblaojZnb-R5-EBF9ZZHjSucqHErV3YBbZ6bhux1aFE5VZ7NuODSDCnSFFPgOXU7ORFdrPFBo7Pb9tnoJpc4CT0Li5spbmmVCLFYMbMFPD45cjWuYPKzBKOvWoqwyE46cpaOBKGWQRCQmGmsf5LDgYp89xLOqYdKbpICf4-iMFaMGUqrrW5wUF84Ufc3LNbgW2gPOjL52w==&p=7&fvj=1&vjs=3
Auditeur financier évaluation d'entreprise H/F,VOLUNTAE,Paris 8e (75),"VOLUNTAE*, expert des métiers comptable et financier en cabinet ou en entreprise, recrute pour un cabinet d’audit (40%), d’expertise-comptable et de conseil (60…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/company/VOLUNTAE/jobs/Auditeur-Financier-%C3%89valuation-Entreprise-59085bc6f09b1852?fccid=931928aaea3ad4c3&vjs=3
"Senior Director, Financial Services– Insurance",Alvarez & Marsal,Paris (75),"Job Title: Senior Director, Financial Services Advisory, Insurance.
Fluent French is a must!
This role sits within the Financial Industry Advisory Services …",,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=c5fb05c675803807&fccid=fcce311099a3a228&vjs=3
Consultant immobilier VEFA investissements locatifs H/F,MeilleursCandidats.fr,Paris 7e (75),"Notre client est une société créée en 2000.
Elle accompagne ses clients dans le cadre de projets d’investissements locatifs.
Quel est le cadre de travail ?*.",,il y a 1 jour,2021-01-22,https://fr.indeed.com/company/MeilleursCandidats.fr/jobs/Consultant-Immobilier-Vefa-Investissements-Locatifs-a640efd68903b263?fccid=8f0d5418a6b2a0a1&vjs=3
FP&A MANAGER,Luko,Paris (75),"At Luko, Lukooms’ forces are divided into 3 tribes, set up on a product-based organisation.
Each tribe has its own roadmap with a product manager and a…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=edde760f168671a7&fccid=8bb768934690dc3f&vjs=3
Auditeur financier H/F,Adsearch,Levallois-Perret (92),"Adsearch recrute pour le compte de l'un de ses clients, un cabinet comptable basé à Levallois Perret, un auditeur financier H/F.
L’audit de l'ensemble cycles.",,il y a 2 jours,2021-01-22,https://fr.indeed.com/company/Adsearch/jobs/Auditeur-Financier-aedd60ed6ea9f7bf?fccid=83b2c6c071b9d298&vjs=3
Assistant contrôleur interne H/F,Neithwork,Voisins-le-Bretonneux (78),Vous êtes doté(e) d’une formation Bac +4/ Bac +5 en finance de marché et/ou contrôle de risque et la connaissance du réglementaire et de la conformité est exigé…,,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=cedb9bad64af1428&fccid=dcdd76cfab4d29f5&vjs=3
Gest Middle-office financements structurés - F/H,Fed Finance,Paris (75),"Titulaire d'une formation supérieure spécialisée en gestion / finance ou en banque (Bac + 5), vous avez acquis une expérience d'au moins 2 ans sur un poste…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=de67d3f592ff5452&fccid=65d13b9da141d225&vjs=3
Chargé de recouvrement amiable H/F,DURUS SECURITE SAS,Gennevilliers (92),Notre société DURUS Sécurité spécialisée dans la protection des logements vacants et intervenant dans la France entière recherche un(e) chargé(e) de…,,il y a 2 jours,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AaXYI1rPGJY1jNH_9Wxzh1XAALiUqJCbYbU34VD-tuQbWS8RDXXTTA7hp9ADNN9BHTaIKyylHmPj7h_xo9ydxi89n4OV2AmP_sG3XI2twZ_CWIYN55G-EULzKT9FI6AA9E4K_VSrvDyURqeTrGKHuf14R5lqC7gf2u3ZmChZjTJQqLagh5_HNTfORt_Hoy76nrCINSrba5o0ZbAfzj8PuSRlZ5JJCPjNQMGngQWJRViFB9RMlPr2UlSFbhHLg48jThZZOJIZ6vZBklH3sPZIbyYmP09TYkEm1LoDLmwuq7ZN1FzX1RJl3VlsRnjNC1SvjgREayU4SSAIT8s_C-rbANbpPmhKgiiAiOvVhMqF7zwzZtSGvHcxCycdG56uZi32BWWO_uHkOs9VtRNQac9M9pzGh6QeM03fbkUsggIJvemv0lX1mH8x2MVnM7fk3owJGQo4p3Fy55-Q==&p=0&fvj=1&vjs=3
Comptable H/F,Checkmyguest,Paris (75),"Vous avez acquis une expérience significative de 4 ans au moins avec un poste en start up ou en cabinet, DSCG en poche , vous possédez d'excellentes bases…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/company/HELP-MY-GUEST/jobs/Comptable-c2c5bd233ab4319f?fccid=d1190fadea98fac2&vjs=3
correspondant financier- Titulaire et/ou contractuel,VILLE de LEVALLOIS-PERRET,Levallois-Perret (92),"Gestion des factures POLD en collaboration avec la direction des finances de l’EPT.
Gestion des factures POLD en collaboration avec la direction des finances de…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=3e39ec5f89e8e854&fccid=cc0b141ca6d24a48&vjs=3
Responsable du pilotage budgétaire de la masse salariale F/H,SORBONNE UNIVERSITE,Paris 5e (75),"Placé(e) sous la responsabilité directe de l’Adjointe à la Directrice du budget et des finances, en charge du Budget et de l’organisation budgétaire, le/la…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=ec2b706ef0749201&fccid=6312d40bf06b330e&vjs=3
Conseiller spécialisé en patrimoine,Le Groupe La Poste,Noisy-le-Grand (93),"Bac +5 spécialité banque / finance / patrimoine avec une 1ère expérience en gestion patrimoniale.
Postes à pourvoir dans le nord de Saint-Denis.",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=3d993fb215420840&fccid=603bc4f64b36c014&vjs=3
Central Financial Controller,Faurecia,Nanterre (92),"Faurecia Headquarters (HQ) is looking for highly motivated Central Financial Controller in the HQ Controlling team.
Supervise Trainee/Intern on controlling.",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=ae9800f33ba19a85&fccid=be6df1e15053629d&vjs=3
HR Payroll Assistant - CDD 6-month (F/M/D),Dailymotion,Paris (75),"Dailymotion is the leading video discovery destination & technology that learns about your tastes over time, constantly surfacing the best, most relevant…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=028cd1a96878debb&fccid=26e916214f939c5b&vjs=3
Comptable général,Comptalents,Paris 17e (75),"Nous recherchons pour notre client, acteur du monde de l'aéronautique, un(e) Comptable général (H/F)..
Rattaché(e) à la directrice financière, vos missions…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/company/Comptalents/jobs/Comptable-G%C3%A9n%C3%A9ral-d6a99759f61b9ff4?fccid=f66ab68083a90662&vjs=3
GESTIONNAIRE CARRIÈRE – PAIE,Ville de Pantin,Pantin (93),"Vous mettez en œuvre l'ensemble des processus individuels et collectifs de déroulement de la carrière et de la paie, de l'arrivée de l'agent dans la…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/company/Ville-de-Pantin/jobs/Gestionnaire-Carri%C3%A8re-Paie-e4e0ab5ed5d7f4ef?fccid=0b9440493854a1e5&vjs=3
CDD - max 38k€ - Gestionnaire paie,Talenteed,Paris (75),"Vous aimez un poste dans un contexte en très fort changement?
Si vous aimez travailler dans des environnements riches, cela vous permettra d’avoir un rôle…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=aee74a42c2e18293&fccid=87cdf3b7f500178e&vjs=3
Consultant Risque de crédit Stress Test,Algofi,Paris (75),"Directement references (plus de mille appels d'offres par an) au sein de grands comptes dans le domaine de la Finance de marches, nous sommes egalement…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bj-xBWVmzs7UIwFa-9Zm6MwNuQFkwLehssDYDaWnvIcQ9firPbJdQtJQKuntHQEctgj8gr6JDEXCggh5dGAC6WX8rc6-r4v3DWcgPHiV052zmIObDpprdueydmE2E5mkskhuG7vsrUlI6CZ2fgDBN58wOxq-Jdyh87CSRX1P1xUwnaZOrC_-kQ7p3h8hFqorMoDYzb_Vv6X7_ea2O6To3jKIiD4pbs1PB7Mw407n4oUvCgRA-xA3As63A0rpCuKfDXQA-htwZCcTqyGvqFFT66wRdek6Rr4aMhhgO_VOGhCYcmNTPTTiGZgANRuxX9MCP1u5pgBvgQAqVEd-KzYKkc3J_plvMFPWObyYXUowHiECEk0XhmNm4EqORrFnxKSDf0vXKYnF_lANeXaD0FVtdZbCx-9mk-7JNfyVWqhNkbwUxUvblaERh87rkRHgHfKfzxDlxrzJ8Qg1O0ojwVM-Xreh5CkX_-3lMlcZORhgvXqpdDho5t9vXMv67EeZoO0lzX86Z1a_SSjdfHNgE_aRulOoaowODNjtqA7cYZosg2z6TmTHV2HUYL9zj7DjbLTQCYlr0k_3fyRuOIqTqj08hvW3Wln5XEPizfOH7fAEvH5j2lKHnQztQVWIrxvuHFbtSJCtFTgckDf2icnC5wSK4YTfyw5jSsmCaDweA_fE77BCAh4ywDxFTOhr8J6qSY8GEQwe2cQ9wb83nXFFsc6xB9xIut90b0kDIAyJtxINKoYxNUebHsTeBSrebY8RVoX8oEqEKk13mzjdn1cI4vmZqk3MEL_kUX1PF6mHtA31pWa0s2g_6jyFXBq6MYWjDApk8=&p=10&fvj=0&vjs=3
EQUITY DERIVATIVES RISK & PNL BUSINESS ANALYST - F/H,Ingeniance,Paris (75),"The EQD Risk & PnL IT team of our client is in charge of the risk and valuation platform for the Equity Derivatives business.
Rational Team Concert or Jira.",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=8e9cdea9f9a3c810&fccid=9b6c70e895ae496c&vjs=3
Comptable Fournisseurs confirmé,IN'LI,La Défense (92),"In’li, la filiale logement intermédiaire d’Action Logement.
In’li, filiale du Groupe Action Logement, est leader du logement intermédiaire en Ile-de-France,…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CQsRwYmq4wejAvBhEyAZTNklpzIyu-X9j3bqR-btVFpeca1z4Z3GdxrizMdtgmUVZ2BvFI3cbMe6j-Zme1c8AxBbM8xW2s49DfosSeYNUvmo_2K4vyS82QeU3NJVoajHGtmz8iS8H2_qaFmO08V1SN5jcumq03czFqW3jk12JsFxIZ7nl5WbTzUatvWQBLPQ_RmPs1ZfnEAG64EEnMMmVLAuatmQiIzpSPZVP2OL25BSIAhp7zQwGiTqiYbgzX6B6LMgdmn4Myu2zvTtslpFvSpn1P4EWOLcwf4K6pwSNcDO7oBOxjpVcbbh6kNpxjKGtYZD9ky11GVnGBHZo1Pf3v0nVael0BAUeFzo9A4PkyHjuN7EK5n2SsYkqTP85BsXSAPQziPDPwwvdOUax8NSNDhLN2r-F8GQxayh343-nsFHFHhIBmr9sit3-CLjJ3512y88RQLdXeWQ==&p=12&fvj=0&vjs=3
Comptable général (H/F) CDI,CCI PARIS ILE-DE-FRANCE,Paris (75),"Cette offre de services concerne les fonctions finance (comptabilité, fiscalité, recouvrement, SI Finances), ressources humaines (paie, SIRH, formation...),…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/company/CCI-PARIS-ILE--DE--FRANCE/jobs/Comptable-G%C3%A9n%C3%A9ral-CDI-915a3ad98b18fbde?fccid=6172f4feedcd7283&vjs=3
Consultant Expérimenté en Financement de Projets - Paris - H/F,Ernst & Young,Paris (75),"EY France, certifié à nouveau « Great Place to Work » 2020, est considéré comme le premier cabinet de conseil en termes de Qualité de services et de création de…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=69a0ecec6c9ca9f1&fccid=1544766d4c2915b0&vjs=3
Comptable général,Comptalents,Paris 17e (75),"Nous recherchons pour notre client, acteur du monde de l'aéronautique, un(e) Comptable général (H/F)..
Rattaché(e) à la directrice financière, vos missions…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/company/Comptalents/jobs/Comptable-G%C3%A9n%C3%A9ral-d6a99759f61b9ff4?fccid=f66ab68083a90662&vjs=3
GESTIONNAIRE CARRIÈRE – PAIE,Ville de Pantin,Pantin (93),"Vous mettez en œuvre l'ensemble des processus individuels et collectifs de déroulement de la carrière et de la paie, de l'arrivée de l'agent dans la…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/company/Ville-de-Pantin/jobs/Gestionnaire-Carri%C3%A8re-Paie-e4e0ab5ed5d7f4ef?fccid=0b9440493854a1e5&vjs=3
CDD - max 38k€ - Gestionnaire paie,Talenteed,Paris (75),"Vous aimez un poste dans un contexte en très fort changement?
Si vous aimez travailler dans des environnements riches, cela vous permettra d’avoir un rôle…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=aee74a42c2e18293&fccid=87cdf3b7f500178e&vjs=3
EQUITY DERIVATIVES RISK & PNL BUSINESS ANALYST - F/H,Ingeniance,Paris (75),"The EQD Risk & PnL IT team of our client is in charge of the risk and valuation platform for the Equity Derivatives business.
Rational Team Concert or Jira.",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=8e9cdea9f9a3c810&fccid=9b6c70e895ae496c&vjs=3
Consultant Risque de crédit Stress Test,Algofi,Paris (75),"Directement references (plus de mille appels d'offres par an) au sein de grands comptes dans le domaine de la Finance de marches, nous sommes egalement…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bj-xBWVmzs7UIwFa-9Zm6MwNuQFkwLehssDYDaWnvIcQ9firPbJdQtJQKuntHQEctgj8gr6JDEXCggh5dGAC6WX8rc6-r4v3DWcgPHiV052zmIObDpprdueydmE2E5mkskhuG7vsrUlI6CZ2fgDBN5IaReqAPS6QRsCZOMzi6oWDjNBe6p0FWCMHUcb9RL1egNNgSdqgSSJ-vdtesS6-vL0J1NQBsS8uhK67fCmv21d0uwAdcJ9CGWBP0D4cLj4wimRTf0QhKMTRieFBIdu9Ip9gpbBEwgi1FkU8NeUwbTBvlH22bkaf1e7SZY3O-ReElMTv85k2oQ2Yhp-pw1vpMd8LGhwlT-RlajTWcQl_ucVeke9ZelAyXEeh1NSLB3ZQUg6WrStF76iZ-xbPWc8RfEUcrFocju1MQNvqHb5qxo0Q0BbEljuBVH4hzpL8xq-EdgQcWK_82JclbL0drNdDiuOOjw3ofhi5L_FmsEol_5hQiopyYxjV8A4m1GLQHpX4ntLD0pLfc8zIo0PVp6n0KMliNmgZMdu1uA0GYln_guwHayv1EFLNTgO1BvkRseZTSutrPoxsmcRZvPcwshHeuysnI2i447PIGjQAPm6Ixm7iC8RBq5eWmNVAu4yuIqBdTM2rWv31Eh0J_SPUjZeAicC6T2WB3sj79jnL9NhJcRt_W2OZc3Ywy2hgt2rCwzTZ8mQVzOaa9x0ayU3fF4akaiRCS1X3XI_rmf9wm2v1Vso47m_I5k2fGMtpfZ5r4jHx5X83GHKnv0EZuWlwexlIxQkYHEE3VQ25ZPL706DM42Etm7AVmvCd5HxK1w6lwOkGM=&p=4&fvj=0&vjs=3
Contrôleur Financier Groupe - LBO primaire - start-up,Catherine Cordier,Paris (75),"Au sein d’une jeune société mais déjà très internationale et à la croissance très soutenue, un fonds d’investissement premium de la place a investi tout…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=0243519e170d1af2&fccid=0c7166fb4191740a&vjs=3
Comptable Fournisseurs confirmé,IN'LI,La Défense (92),"In’li, la filiale logement intermédiaire d’Action Logement.
In’li, filiale du Groupe Action Logement, est leader du logement intermédiaire en Ile-de-France,…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CQsRwYmq4wejAvBhEyAZTNklpzIyu-X9j3bqR-btVFpeca1z4Z3GdxrizMdtgmUVZ2BvFI3cbMe6j-Zme1c8AxBbM8xW2s49DfosSeYNUvmo_2K4vyS82QeU3NJVoajHGtmz8iS8H2_qaFmO08V1SN5jcumq03czFqW3jk12JsF9H59frxADXMdBPUrdmcPHPvkWexplcsJ4Y6_7Lkd4EWtNE6lvkVNn7CC8pj69osYW9xcl1Y8eMPhqto_97Y2qgpIogbCJdLch8yRtXvRNA_SZr27PeVRRzHaZ8hq6zuvlVopDUBo9jJMKZXWGzMJKf4APCxvFC274KZwAsTMWqq6L914Zb4rJC6LNy5I5DGgS-cyLA5HJRgLQeZQToIQYrH2bkcnnIwJ0xviL9wPa8QnU5JAuJNcxg9CvDHC9eoX6p-ZbITEp3j5dTesG8SeyRzP2xuJTUtNg==&p=6&fvj=0&vjs=3
Comptable général (H/F) CDI,CCI PARIS ILE-DE-FRANCE,Paris (75),"Cette offre de services concerne les fonctions finance (comptabilité, fiscalité, recouvrement, SI Finances), ressources humaines (paie, SIRH, formation...),…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/company/CCI-PARIS-ILE--DE--FRANCE/jobs/Comptable-G%C3%A9n%C3%A9ral-CDI-915a3ad98b18fbde?fccid=6172f4feedcd7283&vjs=3
Consultant Expérimenté en Financement de Projets - Paris - H/F,Ernst & Young,Paris (75),"EY France, certifié à nouveau « Great Place to Work » 2020, est considéré comme le premier cabinet de conseil en termes de Qualité de services et de création de…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=69a0ecec6c9ca9f1&fccid=1544766d4c2915b0&vjs=3
RESPONSABLE ADJOINT DU DEPARTEMENT GESTION BUDGETAIRE (H/F),CAF DU VAL-DE-MARNE,Créteil (94),La direction de la caf du Val de Marne fait connaître l’appel à candidatures pour un poste de responsable adjoint du département gestion budgétaire – niveau 6 …,,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=7b8554d5e13e32be&fccid=bb1f9afb2d2e439d&vjs=3
CIB - Global Corporate Bank - Corporate Banker - EEA Technology - VP or ED - Paris,"JPMorgan Chase Bank, N.A.",Paris (75),"Responsibility for marketing in-scope GCB products (including traditional credit, syndicated finance, debt capital markets, private placements, treasury…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=18ffb1449b0187e7&fccid=aaf3b433897ea465&vjs=3
gestionnaire paie h/f,ETAM,Clichy (92),"Au sein de la Direction des Ressources Humaines, et rattaché(e) à la Responsable Pôle Paie, votre mission principale s'articule autour de la gestion de la paie…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=c649d2967e610d19&fccid=a8be0118a961abff&vjs=3
Responsable Gestion-Finances,TEMPO,Ris-Orangis (91),"Tempo est une association d’envergure départementale qui déploie son action dans le secteur sanitaire et social.
❖ Suivre et analyser l’activité de Tempo *.",,il y a 2 jours,2021-01-22,https://fr.indeed.com/company/TEMPO/jobs/Responsable-Gestion-Finances-275ef109eecb9358?fccid=4c28fe970cc13ad9&vjs=3
